ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-454c29,A-c43359,2023-03-14,2023-03-15,12,urgent,176,,f
T-6bfc83,A-bc87bc,2023-12-26,2023-12-28,18,urgent,59,4,f
T-b9e950,A-bd4708,2023-10-12,2023-10-12,14,low,151,4,f
T-c4a1cf,A-1e1b80,2024-05-16,2024-05-17,12,urgent,59,3,f
T-5b26fc,A-fd9422,2024-03-30,2024-03-31,10,medium,47,3,f
T-2ac4b6,A-779e4e,2023-07-09,2023-07-09,14,low,36,3,f
T-bdc16a,A-9077b0,2023-03-01,2023-03-03,6,high,53,5,f
T-ce4793,A-40906c,2024-11-01,2024-11-03,24,urgent,60,4,f
T-d3800a,A-5a3eb9,2023-07-04,2023-07-05,12,urgent,49,,f
T-50cda9,A-700ade,2024-03-01,2024-03-01,5,urgent,117,5,f
T-ee1ef3,A-b11cd0,2024-10-08,2024-10-10,12,medium,141,3,f
T-22968c,A-0cc442,2023-05-23,2023-05-24,14,low,21,,f
T-f0ac4b,A-4437e4,2024-01-17,2024-01-19,7,high,15,3,t
T-b181e3,A-65c341,2023-10-26,2023-10-28,22,urgent,25,,f
T-d01651,A-7988d1,2023-11-28,2023-11-30,7,urgent,61,5,f
T-7929a5,A-c16b88,2024-04-09,2024-04-11,18,high,158,3,f
T-5ed6b6,A-d42431,2023-09-28,2023-09-28,8,urgent,176,,f
T-e9516d,A-1986ca,2023-04-03,2023-04-04,5,urgent,107,,f
T-0016ab,A-560d27,2023-03-30,2023-04-01,7,medium,58,3,f
T-f4724a,A-068fc6,2023-09-21,2023-09-22,19,urgent,104,4,f
T-9b56ac,A-69b156,2024-08-20,2024-08-20,9,medium,156,3,f
T-699684,A-c42f1f,2024-01-30,2024-02-01,17,medium,140,4,f
T-d9e61f,A-b54c01,2023-05-20,2023-05-22,53,low,48,,f
T-133e5c,A-17939a,2023-08-16,2023-08-18,6,urgent,85,4,f
T-3196fb,A-dfbd31,2024-10-25,2024-10-25,43,high,68,,f
T-b91fc6,A-d922bf,2023-09-01,2023-09-04,20,high,175,4,f
T-cbdb70,A-f1f639,2023-11-12,2023-11-12,24,medium,167,,f
T-87b6c4,A-716841,2023-07-01,2023-07-02,18,medium,119,,f
T-73a01a,A-2789e3,2024-12-22,2024-12-23,51,medium,140,,f
T-e7c6b3,A-51ec1b,2023-11-28,2023-11-29,8,medium,171,5,f
T-016258,A-ed510f,2023-06-15,2023-06-17,22,low,48,,f
T-7935c3,A-d4e0d4,2023-11-30,2023-12-02,6,low,114,5,f
T-f7a0c0,A-544d0a,2024-04-19,2024-04-21,6,urgent,35,3,t
T-288bdf,A-038089,2023-12-21,2023-12-22,24,high,102,5,f
T-ccab6b,A-adc1f3,2023-01-23,2023-01-25,23,high,129,,f
T-a3d4db,A-0aaf6e,2023-02-09,2023-02-09,9,medium,38,,f
T-61605e,A-671f31,2023-05-30,2023-05-31,7,medium,68,4,f
T-63500c,A-bc4d48,2023-09-06,2023-09-08,22,high,4,3,f
T-8ab508,A-0f7d77,2023-07-27,2023-07-27,48,high,82,,f
T-6a8698,A-117171,2023-09-14,2023-09-14,17,medium,59,3,f
T-00b930,A-bbe56f,2024-10-09,2024-10-09,20,high,179,4,f
T-67c060,A-883b7d,2024-10-22,2024-10-23,48,low,72,3,f
T-4f391f,A-86fc1d,2024-04-15,2024-04-15,54,high,59,,f
T-4f5aab,A-186a44,2024-06-08,2024-06-08,11,high,35,4,f
T-67eb6f,A-712f1c,2024-08-09,2024-08-11,10,urgent,46,,f
T-87a53c,A-2d4502,2023-03-25,2023-03-25,23,medium,45,,f
T-1c81a5,A-1f7acb,2023-04-18,2023-04-19,10,high,40,5,f
T-de8424,A-f1f639,2023-12-29,2023-12-29,11,low,19,,f
T-2748bc,A-0e966d,2024-01-16,2024-01-18,37,high,73,,f
T-699941,A-7d514c,2024-03-28,2024-03-29,21,urgent,23,,f
T-a64b83,A-f97b9a,2023-04-19,2023-04-19,38,urgent,121,4,f
T-948932,A-afa505,2023-03-14,2023-03-15,39,low,116,,f
T-88702a,A-50f3f7,2023-01-06,2023-01-06,5,high,13,,f
T-9d7afa,A-86fc1d,2024-03-16,2024-03-16,49,urgent,30,,f
T-0652b3,A-cbbe12,2024-09-18,2024-09-18,20,urgent,53,5,f
T-c50b96,A-149a69,2023-03-02,2023-03-03,17,urgent,141,,f
T-220f5a,A-7c5768,2024-04-11,2024-04-13,17,urgent,61,,f
T-399dc3,A-462d45,2024-12-15,2024-12-16,20,medium,127,,f
T-f07874,A-cb5333,2023-09-06,2023-09-06,14,urgent,89,,f
T-d8b95c,A-82861f,2024-03-29,2024-03-29,11,urgent,5,4,f
T-88d958,A-4c6f11,2023-06-18,2023-06-20,5,urgent,2,3,f
T-fa61ed,A-5c046d,2024-03-08,2024-03-08,9,low,128,3,f
T-3ec5db,A-8ed5dd,2023-05-20,2023-05-22,35,urgent,84,3,f
T-96c05e,A-02fac6,2023-09-16,2023-09-16,45,medium,53,,f
T-217098,A-2d1036,2024-06-17,2024-06-19,20,low,8,5,f
T-80157c,A-6f50ae,2024-11-02,2024-11-04,6,urgent,46,,f
T-d3b3e1,A-de24d5,2023-03-13,2023-03-13,19,medium,152,,f
T-c79d58,A-463db0,2024-12-24,2024-12-26,7,medium,32,4,f
T-fa6044,A-f1f639,2023-09-26,2023-09-26,15,high,124,5,f
T-617256,A-6843f2,2023-12-25,2023-12-25,14,medium,134,3,f
T-81da6c,A-337bc1,2024-11-21,2024-11-22,24,high,78,3,f
T-637137,A-2b9d3e,2023-08-28,2023-08-29,11,high,68,,f
T-7ebbcc,A-ba6516,2024-06-18,2024-06-18,44,urgent,71,,f
T-538074,A-6a4e2d,2024-04-20,2024-04-20,9,low,156,4,f
T-7480c9,A-4f18f0,2023-01-05,2023-01-06,22,low,39,,f
T-0d0fed,A-ff79f2,2023-12-30,2023-12-31,19,medium,29,,f
T-4f7055,A-e61e98,2023-04-16,2023-04-17,45,urgent,117,3,f
T-2cb775,A-e351e1,2024-10-04,2024-10-04,6,low,101,4,f
T-47a586,A-c43359,2023-09-10,2023-09-10,5,high,43,4,f
T-fd629f,A-dcc3f1,2024-08-23,2024-08-23,19,high,52,,f
T-0721f7,A-a1b80b,2024-07-25,2024-07-26,17,low,15,5,f
T-394a48,A-296d7c,2023-05-14,2023-05-16,6,low,170,,f
T-207054,A-331424,2023-03-30,2023-03-31,5,medium,43,,f
T-f8e692,A-ed510f,2023-07-18,2023-07-19,16,low,110,4,f
T-80126f,A-94d3da,2024-11-23,2024-11-23,9,urgent,52,3,f
T-bcd0eb,A-b3fe05,2023-04-12,2023-04-13,20,high,173,3,f
T-53266e,A-337bc1,2024-05-03,2024-05-05,14,high,30,5,t
T-2e22ae,A-69b156,2023-02-11,2023-02-12,23,high,8,,f
T-c42d1d,A-fd9422,2024-12-22,2024-12-24,13,urgent,79,4,f
T-55400f,A-84ebe4,2024-12-20,2024-12-20,8,medium,133,4,f
T-32884f,A-18793f,2023-08-09,2023-08-10,11,high,5,5,f
T-9b7861,A-c16101,2023-08-29,2023-08-30,11,high,23,5,f
T-9efe75,A-55f257,2024-07-12,2024-07-14,16,low,13,5,f
T-7e7eb8,A-d77f4c,2024-06-30,2024-07-02,10,low,68,3,f
T-8b710d,A-b179bf,2023-02-28,2023-02-28,17,low,6,,f
T-50ec38,A-de58ca,2024-09-15,2024-09-16,23,high,127,3,f
T-ad5952,A-202b67,2023-11-10,2023-11-10,15,urgent,23,5,f
T-c30d17,A-7988d1,2024-09-07,2024-09-07,22,low,104,5,f
T-f443cd,A-dcc3f1,2024-08-31,2024-09-01,17,urgent,86,3,f
T-ebb763,A-f44180,2024-04-08,2024-04-10,12,urgent,89,5,f
T-34ad09,A-fabe19,2023-03-01,2023-03-02,10,urgent,37,,f
T-b87a5a,A-b7724f,2024-07-24,2024-07-25,42,low,175,,f
T-afa081,A-9123ac,2024-11-22,2024-11-24,12,medium,105,3,f
T-367fe2,A-f17767,2023-05-21,2023-05-22,15,medium,125,3,f
T-ef7c2f,A-94d3da,2023-02-05,2023-02-06,17,urgent,139,3,f
T-93f669,A-443f6f,2024-10-29,2024-10-30,54,high,154,,f
T-b6fed7,A-798a3f,2023-12-19,2023-12-20,12,high,9,,f
T-16818f,A-139c3b,2024-12-15,2024-12-16,17,medium,131,4,f
T-a41057,A-22f2df,2023-04-24,2023-04-25,17,high,131,,f
T-152c1d,A-779e4e,2024-11-03,2024-11-04,9,urgent,171,5,f
T-f17009,A-309e54,2024-09-24,2024-09-26,22,medium,71,,f
T-d6943a,A-76fa4d,2023-07-09,2023-07-09,6,low,86,5,f
T-7a84fc,A-5a215a,2024-09-13,2024-09-14,13,low,4,5,f
T-7917a1,A-8ed5dd,2024-06-09,2024-06-10,42,high,125,,f
T-f5f28c,A-9badbd,2024-09-07,2024-09-08,11,low,149,5,f
T-1b7a8e,A-a7bd4b,2023-11-11,2023-11-12,19,urgent,169,,f
T-810e51,A-eb7c38,2024-07-14,2024-07-14,50,low,83,4,f
T-d23a9b,A-ad296b,2023-07-22,2023-07-23,42,urgent,95,5,f
T-49e572,A-59f724,2024-09-19,2024-09-20,13,medium,48,5,f
T-173d0c,A-f1f639,2024-05-29,2024-05-30,22,high,19,5,f
T-c55d61,A-8ed5dd,2023-03-21,2023-03-21,40,high,8,4,f
T-534a33,A-5c9849,2023-12-07,2023-12-09,22,low,12,,t
T-76d301,A-e4144b,2024-03-29,2024-03-31,15,urgent,178,4,f
T-7d5bb9,A-c58f49,2024-09-18,2024-09-20,17,urgent,31,,t
T-ad72a6,A-342303,2024-03-03,2024-03-03,20,high,10,,f
T-370b82,A-712426,2023-11-24,2023-11-26,24,low,87,5,f
T-913bc6,A-600734,2023-11-02,2023-11-03,6,urgent,117,,f
T-262c36,A-86902e,2023-05-19,2023-05-21,24,medium,165,,f
T-b685e1,A-02cd81,2024-03-12,2024-03-13,7,medium,111,,f
T-1a19ef,A-2d1036,2024-09-19,2024-09-19,6,medium,98,5,t
T-2626fb,A-67be94,2024-05-04,2024-05-04,48,high,168,,f
T-b0063c,A-8b0451,2024-02-17,2024-02-17,14,high,111,3,f
T-245f39,A-e3bd71,2023-06-30,2023-06-30,51,urgent,105,,f
T-34deb3,A-53f4e3,2024-05-16,2024-05-18,14,high,150,,f
T-57f1af,A-432483,2024-09-20,2024-09-22,11,urgent,128,,f
T-b48c61,A-2789e3,2024-11-10,2024-11-12,49,medium,74,4,f
T-d532cc,A-4f18f0,2024-08-04,2024-08-05,11,low,34,4,f
T-de7b56,A-6f8ad2,2024-11-15,2024-11-17,15,medium,3,5,f
T-9890b1,A-96bbc6,2023-03-24,2023-03-26,8,high,58,4,f
T-f4b555,A-cbd1a3,2024-02-05,2024-02-06,20,medium,3,,f
T-d97c4e,A-e5d6ab,2023-07-10,2023-07-12,5,high,9,,f
T-a8d3cc,A-e98302,2024-11-25,2024-11-26,23,urgent,57,4,f
T-1ce392,A-ad3abd,2023-12-28,2023-12-29,6,urgent,164,3,f
T-8f5672,A-c37601,2023-10-19,2023-10-21,13,urgent,5,,f
T-4fa65e,A-a09355,2024-06-03,2024-06-03,24,urgent,55,,f
T-8d66fe,A-d40bf7,2023-01-04,2023-01-05,10,urgent,171,5,f
T-6e55e5,A-0f7d77,2023-06-05,2023-06-06,53,high,48,5,f
T-3b516f,A-1b7577,2023-05-22,2023-05-22,14,urgent,167,5,f
T-30c6e3,A-eb2fdc,2023-11-17,2023-11-18,12,low,30,5,f
T-052718,A-241e75,2023-02-12,2023-02-12,14,medium,69,4,f
T-08c89b,A-309e54,2024-04-27,2024-04-28,20,urgent,82,3,f
T-c25880,A-9289f6,2023-06-01,2023-06-02,46,medium,59,5,f
T-20a128,A-7988d1,2024-11-26,2024-11-27,24,urgent,31,3,f
T-8ed20f,A-54d94a,2023-08-15,2023-08-15,6,medium,78,,f
T-01dc5a,A-fd9422,2024-03-10,2024-03-12,20,urgent,115,4,t
T-279c10,A-1e6fc3,2023-07-09,2023-07-10,5,high,149,,f
T-a48070,A-856b1e,2024-02-10,2024-02-11,22,low,111,,t
T-aa897f,A-751c58,2024-11-03,2024-11-04,6,low,93,5,f
T-48d493,A-8145a0,2024-10-26,2024-10-27,15,medium,122,4,f
T-4d4a28,A-fd9422,2023-07-14,2023-07-14,9,medium,162,4,f
T-141bed,A-50f3f7,2023-12-16,2023-12-17,9,low,2,,f
T-ca5ab4,A-53f4e3,2024-09-24,2024-09-25,10,urgent,98,5,f
T-6503b3,A-9123ac,2023-12-19,2023-12-21,24,high,24,5,f
T-2e478d,A-6965e1,2023-06-19,2023-06-20,22,medium,175,,f
T-6d8847,A-3a5ad8,2023-07-16,2023-07-18,7,urgent,27,,f
T-c3e2dd,A-202b67,2024-06-26,2024-06-28,6,medium,109,4,f
T-a32345,A-503d5a,2024-11-20,2024-11-20,15,medium,54,,f
T-399cd5,A-5247b3,2023-03-30,2023-03-30,7,urgent,62,3,f
T-5c4e0b,A-c608c8,2023-09-23,2023-09-25,23,medium,39,3,f
T-611dd2,A-86902e,2023-07-22,2023-07-23,22,medium,166,3,f
T-34025b,A-5c9849,2023-07-15,2023-07-17,12,urgent,104,,f
T-a0a7fe,A-55f257,2023-02-27,2023-02-28,24,medium,160,,f
T-8c66ed,A-7c83a1,2023-09-20,2023-09-22,20,low,38,4,f
T-526bb5,A-1986ca,2024-08-10,2024-08-11,9,high,135,,f
T-c87e58,A-716841,2023-12-11,2023-12-13,15,low,102,5,f
T-a7ddd2,A-1ac5e0,2023-03-29,2023-03-31,22,high,169,,f
T-b2d025,A-3793ee,2024-06-26,2024-06-27,17,low,176,,f
T-65a10b,A-ad3abd,2023-08-16,2023-08-16,8,medium,12,3,f
T-0eef43,A-fa2041,2024-03-30,2024-03-30,13,low,99,3,f
T-662a1c,A-e19ff6,2023-02-01,2023-02-02,19,urgent,74,5,f
T-f37486,A-7641d3,2023-02-03,2023-02-03,8,urgent,123,5,t
T-633fa7,A-054577,2023-09-01,2023-09-02,11,urgent,70,4,f
T-a291f6,A-e98302,2023-09-28,2023-10-01,6,urgent,178,4,f
T-2166d3,A-aa9511,2023-01-11,2023-01-13,54,high,136,4,f
T-b94ce2,A-1f559b,2024-12-10,2024-12-11,44,urgent,142,5,f
T-b41d5c,A-9289f6,2023-09-15,2023-09-15,39,high,71,,f
T-698b5a,A-d62e02,2024-05-04,2024-05-05,13,high,31,4,f
T-4c47b4,A-f03140,2024-02-29,2024-02-29,21,low,152,5,f
T-7da6d5,A-781cc0,2024-12-17,2024-12-19,6,high,162,3,f
T-5e536f,A-40906c,2024-10-21,2024-10-22,10,medium,91,,f
T-ca831e,A-9b9fe9,2024-12-21,2024-12-21,40,high,127,,f
T-458b18,A-22f2df,2024-05-23,2024-05-25,14,urgent,60,5,f
T-3171ab,A-4c56c9,2024-08-26,2024-08-26,24,low,10,4,f
T-5435e7,A-7c83a1,2024-04-10,2024-04-12,15,high,140,3,f
T-088e00,A-3b37d9,2023-03-16,2023-03-18,48,high,107,,f
T-4a3162,A-bcbe98,2023-08-21,2023-08-22,22,urgent,112,5,f
T-3e6e13,A-e1462e,2024-08-02,2024-08-02,18,urgent,115,3,f
T-d9ea42,A-b11cd0,2023-05-23,2023-05-24,14,medium,158,5,f
T-c0b9bc,A-f03140,2023-06-15,2023-06-16,23,urgent,143,3,f
T-ddae37,A-cc98bc,2023-03-24,2023-03-24,6,low,83,,f
T-ebb598,A-84ebe4,2023-09-06,2023-09-08,16,low,132,4,f
T-8b2aa1,A-65a46c,2024-03-18,2024-03-19,48,medium,118,,f
T-2e0ccd,A-3b37d9,2023-09-30,2023-10-01,47,low,111,,f
T-d6f0ba,A-30b4ca,2024-05-15,2024-05-17,19,low,69,,f
T-41e58d,A-9bfc9f,2024-02-29,2024-02-29,16,high,170,,f
T-129715,A-54ecc2,2023-07-06,2023-07-08,5,high,97,,f
T-5fbdb4,A-2789e3,2024-01-06,2024-01-06,46,medium,116,4,f
T-fa177b,A-e2cd1b,2023-07-28,2023-07-30,11,low,29,4,f
T-95c3dd,A-fabe19,2024-01-06,2024-01-07,8,high,15,4,f
T-57d464,A-671f31,2023-11-07,2023-11-08,12,high,146,4,f
T-f97334,A-c45b23,2024-11-02,2024-11-03,5,urgent,75,,f
T-c2f40f,A-1f0636,2024-08-22,2024-08-22,21,high,68,3,f
T-6c2263,A-82861f,2024-09-14,2024-09-14,22,medium,150,3,f
T-9ac5fe,A-068fc6,2024-04-25,2024-04-26,13,urgent,106,4,f
T-70987d,A-1f7acb,2024-12-05,2024-12-07,8,high,178,,f
T-96ccc2,A-186a44,2024-12-30,2024-12-31,18,high,146,4,f
T-04fe85,A-6f8ad2,2023-09-24,2023-09-24,23,high,121,4,f
T-8ab6ea,A-dcc3f1,2024-08-20,2024-08-21,20,high,153,,f
T-6af11a,A-4ef964,2023-06-10,2023-06-12,43,medium,47,,f
T-831e11,A-cb6cc6,2024-06-26,2024-06-26,8,low,90,,f
T-95d237,A-cb5333,2023-04-25,2023-04-25,7,high,54,,f
T-b251a1,A-20736a,2024-01-08,2024-01-09,5,urgent,11,3,f
T-06628f,A-4e960a,2023-10-31,2023-11-02,21,urgent,95,,f
T-710a02,A-1b7577,2024-05-31,2024-05-31,24,medium,37,3,f
T-073728,A-b9eed8,2023-03-03,2023-03-03,18,medium,116,,t
T-c9862e,A-96215d,2023-08-04,2023-08-05,17,urgent,115,3,f
T-321bf6,A-5ed98d,2023-06-28,2023-06-30,24,urgent,79,5,f
T-1df716,A-0b0d6d,2024-10-09,2024-10-11,11,medium,145,,f
T-69edbb,A-c16cf7,2024-10-24,2024-10-26,22,low,46,4,f
T-7d169d,A-4a4c2d,2023-06-07,2023-06-08,10,medium,121,,f
T-1b9875,A-98a59a,2024-09-08,2024-09-10,14,low,48,5,f
T-0ec7ca,A-e4bf56,2024-02-13,2024-02-14,20,low,59,3,f
T-22aa61,A-4a4c2d,2023-04-29,2023-05-01,9,low,74,4,f
T-ec55d4,A-9c18c4,2023-07-24,2023-07-26,21,urgent,67,5,f
T-45f75a,A-dcc3f1,2024-08-17,2024-08-18,13,high,71,,f
T-a617b9,A-1d5444,2024-06-01,2024-06-03,17,high,29,4,f
T-1850d3,A-0158bb,2024-01-11,2024-01-12,14,urgent,50,3,f
T-a1bc5a,A-7c6b6b,2024-06-24,2024-06-26,21,low,41,,f
T-361ccf,A-ce66f8,2024-12-06,2024-12-07,14,low,33,4,f
T-c1de5f,A-a09355,2023-10-13,2023-10-15,24,urgent,28,,f
T-15233b,A-c62e55,2023-09-24,2023-09-24,9,low,8,,f
T-488392,A-bd4513,2024-12-30,2024-12-30,13,high,12,5,f
T-2be50d,A-3a5ad8,2024-12-26,2024-12-26,11,urgent,16,5,f
T-f1d9e6,A-5a215a,2024-06-10,2024-06-10,18,medium,4,3,f
T-64293a,A-8ae3fc,2024-04-27,2024-04-29,6,high,65,4,f
T-9ea26e,A-50bb9f,2023-04-15,2023-04-15,11,medium,88,,f
T-627615,A-dec005,2023-05-04,2023-05-06,6,high,124,,f
T-9ac4b7,A-42b791,2023-04-05,2023-04-07,5,medium,20,,f
T-5d1f63,A-c42f1f,2023-08-16,2023-08-16,23,low,11,3,f
T-f81be8,A-503d5a,2024-10-29,2024-10-31,22,low,57,4,f
T-a952c0,A-855a48,2023-04-18,2023-04-20,13,high,125,4,f
T-2bafb7,A-7d514c,2024-12-07,2024-12-09,8,high,39,,f
T-1761af,A-50bb9f,2023-08-02,2023-08-04,16,low,29,4,f
T-ca8e8f,A-c608c8,2024-08-16,2024-08-18,7,low,93,,f
T-38dc90,A-6dee43,2023-02-05,2023-02-08,7,high,9,5,f
T-e2a819,A-508199,2024-03-05,2024-03-07,6,low,123,3,f
T-b1654b,A-3c1a3f,2023-11-10,2023-11-12,18,high,63,,f
T-759461,A-45ce7a,2023-02-10,2023-02-12,23,low,87,4,f
T-a6d9f2,A-4437e4,2024-11-03,2024-11-03,21,urgent,168,,f
T-88e515,A-1f0ac7,2023-04-09,2023-04-10,19,high,174,,f
T-e85a54,A-7dacce,2024-03-16,2024-03-18,7,urgent,129,4,f
T-5b2cc5,A-e4bf56,2024-08-01,2024-08-01,5,low,169,,f
T-236dda,A-09316c,2024-06-28,2024-06-30,21,high,110,5,t
T-17e9a8,A-296d7c,2023-07-05,2023-07-07,13,low,118,4,f
T-0892d2,A-4f18f0,2023-07-04,2023-07-04,19,low,80,3,f
T-2099b8,A-d4e0d4,2024-08-18,2024-08-20,24,high,119,3,f
T-9f3c3d,A-417d2f,2023-05-01,2023-05-02,19,low,74,,f
T-a5d583,A-462d45,2024-01-11,2024-01-12,17,high,111,,f
T-a38b5d,A-fe79a5,2023-12-01,2023-12-02,8,low,32,,f
T-3ff542,A-855a48,2024-07-10,2024-07-12,18,low,96,3,f
T-0bea7d,A-5b4ebb,2023-08-03,2023-08-05,15,low,31,4,f
T-cc11bd,A-977ca0,2024-11-21,2024-11-23,5,urgent,152,4,f
T-95369a,A-c37601,2023-06-11,2023-06-12,9,low,124,4,f
T-7507e8,A-e83938,2023-08-10,2023-08-13,14,medium,26,,f
T-f7b50d,A-309e54,2024-01-06,2024-01-06,5,urgent,66,,f
T-9a1a87,A-671f31,2023-07-07,2023-07-08,6,high,32,5,f
T-b386f0,A-5a3eb9,2024-04-08,2024-04-08,5,medium,129,,f
T-739439,A-67be94,2024-11-28,2024-11-29,38,high,32,3,f
T-3b3bad,A-39ddf4,2024-03-13,2024-03-14,22,medium,116,4,f
T-6dd363,A-40a557,2024-07-05,2024-07-06,12,medium,150,3,f
T-afc27c,A-684255,2024-07-29,2024-07-29,12,low,95,,t
T-22582a,A-4ef964,2024-11-25,2024-11-27,36,medium,151,5,f
T-2184bf,A-4e960a,2023-03-30,2023-03-31,13,urgent,15,3,f
T-b23b9f,A-65c341,2023-04-15,2023-04-17,20,low,109,,f
T-3444f4,A-902ef7,2023-11-28,2023-11-30,13,urgent,40,4,f
T-9b3f6c,A-ba6516,2024-12-25,2024-12-25,41,medium,44,4,f
T-935963,A-bcbe98,2024-09-12,2024-09-12,7,low,85,4,f
T-19bc1e,A-a45270,2024-02-06,2024-02-08,42,high,162,,f
T-b91d49,A-fb186e,2024-02-07,2024-02-07,44,urgent,107,3,f
T-499df5,A-625d0b,2023-05-21,2023-05-22,37,urgent,31,,f
T-b7489a,A-71615e,2024-01-12,2024-01-14,7,medium,77,,f
T-06f51b,A-7dacce,2023-01-20,2023-01-21,7,high,5,4,f
T-f35250,A-151c9a,2024-05-31,2024-06-01,18,high,137,4,f
T-7dedc0,A-a8d89d,2024-03-26,2024-03-27,10,low,146,5,f
T-53723b,A-f19409,2023-04-30,2023-04-30,37,medium,45,,f
T-bd44ab,A-bcf87c,2023-12-19,2023-12-21,14,medium,59,5,f
T-060d32,A-854864,2023-03-18,2023-03-20,20,high,177,5,f
T-4b7f17,A-354f12,2023-08-13,2023-08-14,43,medium,171,,f
T-8c0ca5,A-cbbe12,2024-02-05,2024-02-06,16,high,158,,f
T-6f6f56,A-fd9422,2024-03-18,2024-03-20,17,low,157,3,f
T-8ea29d,A-ee42db,2023-03-30,2023-03-30,37,high,164,,f
T-c15cd8,A-e3bd71,2023-11-24,2023-11-26,43,medium,132,5,f
T-08abd6,A-dfbd31,2023-03-07,2023-03-08,37,medium,72,3,f
T-65364e,A-5f7781,2024-05-26,2024-05-26,5,high,63,,f
T-4dc394,A-3f9cc0,2023-04-26,2023-04-26,35,medium,159,4,f
T-01bdb9,A-625d0b,2023-11-20,2023-11-21,41,low,34,3,f
T-88f56c,A-1f7acb,2023-04-22,2023-04-23,14,urgent,146,3,f
T-a28b90,A-b30291,2023-05-15,2023-05-15,7,urgent,1,,f
T-c27824,A-54ecc2,2023-02-16,2023-02-16,15,low,55,5,f
T-45bddf,A-a45270,2024-01-01,2024-01-03,44,urgent,120,,f
T-3b0545,A-c16101,2023-03-10,2023-03-11,21,high,168,,f
T-c67f26,A-e2cd1b,2024-07-03,2024-07-04,7,urgent,72,5,f
T-c779b5,A-50bb9f,2024-08-14,2024-08-15,14,urgent,33,,f
T-4291f4,A-1ac5e0,2024-05-21,2024-05-22,14,high,136,3,f
T-6804d9,A-39b19f,2023-04-13,2023-04-15,50,high,26,3,f
T-1df6ee,A-34d880,2024-07-12,2024-07-13,40,low,131,3,f
T-5d8f79,A-fb186e,2024-07-28,2024-07-29,38,medium,92,,f
T-d37bb3,A-524364,2024-10-25,2024-10-25,19,urgent,57,4,f
T-2e3ee5,A-9bfc9f,2024-09-21,2024-09-21,20,low,45,,f
T-1d1488,A-90a8c8,2023-02-01,2023-02-03,24,urgent,71,4,f
T-34c636,A-2922b6,2024-11-13,2024-11-13,9,high,70,4,f
T-0aacaa,A-671f31,2023-02-02,2023-02-03,18,urgent,22,,f
T-3c9151,A-59f724,2024-12-15,2024-12-16,9,urgent,146,4,f
T-b7fe89,A-bad8c1,2024-04-27,2024-04-28,10,high,49,4,f
T-f47516,A-db5e9e,2024-01-11,2024-01-13,22,low,18,5,f
T-12e968,A-de58ca,2023-12-07,2023-12-09,20,medium,125,,f
T-0037fe,A-e4bf56,2023-05-02,2023-05-02,15,urgent,78,3,f
T-ee390f,A-410e86,2024-03-18,2024-03-18,24,medium,125,4,f
T-8d7ff3,A-eb7fac,2023-09-15,2023-09-15,17,urgent,147,,f
T-2572b1,A-712f1c,2023-11-10,2023-11-11,23,urgent,88,5,f
T-4537a8,A-7c5768,2024-10-14,2024-10-14,5,urgent,150,3,f
T-6511fb,A-1e1b80,2023-05-25,2023-05-26,13,high,32,3,f
T-7ad7ec,A-d4ac0e,2024-06-28,2024-06-29,20,high,53,,f
T-1c02f2,A-417d2f,2023-11-18,2023-11-19,17,urgent,113,4,f
T-0374bc,A-f446b6,2023-12-06,2023-12-07,13,urgent,53,3,f
T-fe219c,A-2d1036,2023-03-22,2023-03-24,15,high,3,4,f
T-2912e9,A-5ed98d,2023-02-13,2023-02-13,23,medium,133,,f
T-c78f8a,A-e4144b,2023-11-04,2023-11-06,10,medium,175,4,f
T-429ce0,A-39ddf4,2023-05-31,2023-05-31,22,high,17,5,f
T-f72f97,A-de24d5,2024-06-27,2024-06-28,10,medium,99,3,f
T-d1723a,A-328bd0,2023-09-04,2023-09-04,11,medium,57,,f
T-512dec,A-0532a9,2023-12-16,2023-12-17,7,medium,127,,f
T-36b118,A-84ebe4,2023-07-18,2023-07-18,8,high,128,,f
T-bd85e1,A-3a5ad8,2024-09-02,2024-09-04,16,high,22,4,f
T-c0657b,A-9289f6,2023-06-12,2023-06-14,44,low,155,,f
T-4f0baf,A-94d3da,2023-09-13,2023-09-14,22,urgent,60,,f
T-ced7f6,A-f1f639,2024-09-18,2024-09-18,12,low,27,5,f
T-cfb0cf,A-10b8da,2023-04-18,2023-04-19,14,low,77,3,f
T-769e8b,A-35083d,2023-09-24,2023-09-25,15,high,176,5,f
T-f0b00c,A-4437e4,2024-11-16,2024-11-16,8,medium,179,3,f
T-52b693,A-e61e98,2024-02-17,2024-02-18,40,high,10,5,f
T-1160c9,A-afa505,2023-09-24,2023-09-25,54,medium,58,3,f
T-2d97f8,A-4814a3,2024-02-15,2024-02-16,42,urgent,20,4,f
T-26d259,A-712f1c,2023-10-26,2023-10-28,21,low,96,4,f
T-cc9f02,A-5790f4,2024-10-19,2024-10-20,24,urgent,80,,f
T-a661ac,A-9b9fe9,2023-11-30,2023-12-02,47,low,161,4,f
T-35e9e6,A-b7b7b7,2023-08-12,2023-08-13,14,medium,37,5,f
T-90e0e9,A-89ee83,2024-05-14,2024-05-16,39,medium,36,4,f
T-9130f4,A-3d957b,2024-03-02,2024-03-03,12,high,73,,f
